screen_or_class,file,line,control_type,visible_text,visible_icon,callback,function,enable_disable,input_validation,loading_state,success_state,error_state,empty_state,repeat_press_guard,idempotent,duplicate_send_risk,duplicate_control,empty_or_placeholder_callback,reachable,verification_status
_ProductFormScreenState,lib/screens/catalog/product_form_screen.dart,1919,DropdownButtonFormField,,,onChanged=onChanged,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ProductFormScreenState,lib/screens/catalog/product_form_screen.dart,1972,IconButton,,close_rounded,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ProductFormScreenState,lib/screens/catalog/product_form_screen.dart,2041,IconButton,,edit_rounded,onPressed=() => _showAddEditCategoryDialog(c),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ProductFormScreenState,lib/screens/catalog/product_form_screen.dart,2045,IconButton,,delete_rounded,onPressed=() => _confirmDeleteCategory(c),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ProductFormScreenState,lib/screens/catalog/product_form_screen.dart,2104,TextButton,إلغاء,,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ProductFormScreenState,lib/screens/catalog/product_form_screen.dart,2109,ElevatedButton,,,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ProductFormScreenState,lib/screens/catalog/product_form_screen.dart,2176,TextField,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ProductFormScreenState,lib/screens/catalog/product_form_screen.dart,2205,TextButton,إلغاء,,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ProductFormScreenState,lib/screens/catalog/product_form_screen.dart,2209,ElevatedButton,حذف,,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_AiButton,lib/screens/catalog/product_form_screen.dart,2285,GestureDetector,,,onTap=isLoading ? null : onTap,راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,possible,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ShareButton,lib/screens/catalog/product_form_screen.dart,2335,GestureDetector,,,onTap=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
WhatsAppMediaSyncScreen,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,37,IconButton,,refresh,onPressed=() => ctrl.loadAll(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
WhatsAppMediaSyncScreen,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,387,TextFormField,,,onChanged=(v) => ctrl.simFileUrl.value = v,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
WhatsAppMediaSyncScreen,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,404,TextFormField,,,onChanged=(v) => ctrl.simCaption.value = v,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
WhatsAppMediaSyncScreen,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,420,TextFormField,,,onChanged=(v) => ctrl.simPhone.value = v,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
WhatsAppMediaSyncScreen,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,520,IconButton,,refresh,onPressed=() => ctrl.fetchDrafts(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
WhatsAppMediaSyncScreen,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,576,ElevatedButton,اعتماد,,onPressed=ctrl.isApproving.value ? null : () => ctrl.approveDraft(draft),راجع callback عند file:line,conditional/null,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
WhatsAppMediaSyncScreen,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,671,IconButton,,copy,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,present,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductCard,lib/screens/catalog/widgets/product_card.dart,35,GestureDetector,إرسال عبر واتساب,check,onTap=() { | onLongPress=onToggleSelect,راجع callback عند file:line,conditional/null,manual/unknown,not proven,not proven,present,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductCard,lib/screens/catalog/widgets/product_card.dart,84,GestureDetector,,check,onTap=onToggleSelect,راجع callback عند file:line,conditional/null,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductCard,lib/screens/catalog/widgets/product_card.dart,213,PopupMenuButton,إرسال عبر واتساب,more_vert,onSelected=(v) {,راجع callback عند file:line,conditional/null,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductCard,lib/screens/catalog/widgets/product_card.dart,399,TextField,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductCard,lib/screens/catalog/widgets/product_card.dart,417,TextButton,إلغاء,,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductCard,lib/screens/catalog/widgets/product_card.dart,421,ElevatedButton,إرسال الآن,,onPressed=() async {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,present,present,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_CreatorProfileScreenState,lib/screens/creator_profile_screen.dart,143,IconButton,,edit_outlined,onPressed=() => Get.to(() => const EditProfileScreen()),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_CreatorProfileScreenState,lib/screens/creator_profile_screen.dart,251,GestureDetector,,,onTap=() => Get.bottomSheet(,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_CreatorProfileScreenState,lib/screens/creator_profile_screen.dart,292,GestureDetector,تعديل الملف الشخصي,,onTap=() => Get.to(() => const EditProfileScreen()),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_CreatorProfileScreenState,lib/screens/creator_profile_screen.dart,474,InkWell,,arrow_back_ios_rounded,onTap=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_GeneralSettingsScreenState,lib/screens/general_settings_screen.dart,413,TextButton,إلغاء,,onPressed=() => Navigator.of(ctx).pop(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_GeneralSettingsScreenState,lib/screens/general_settings_screen.dart,487,TextField,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
MainWrapper,lib/screens/main_wrapper.dart,24,GestureDetector,,,onTap=() => FocusScope.of(context).unfocus(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductPhotographyScreen,lib/screens/product_photography_screen.dart,399,TextField,,auto_awesome,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductPhotographyScreen,lib/screens/product_photography_screen.dart,434,Switch,,,onChanged=(v) => controller.useBranding.value = v,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductPhotographyScreen,lib/screens/product_photography_screen.dart,559,TextButton,شروط وأحكام الخدمة,,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductPhotographyScreen,lib/screens/product_photography_screen.dart,573,TextButton,موافق,,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductPhotographyScreen,lib/screens/product_photography_screen.dart,651,GestureDetector,,image,onTap=() => controller.selectedStyle.value = style['name']!,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,present,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductPhotographyScreen,lib/screens/product_photography_screen.dart,736,ElevatedButton,توليد,,onPressed=controller.isLoading.value,راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,possible,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductPhotographyScreen,lib/screens/product_photography_screen.dart,808,InkWell,اضغط لاختيار صورة المنتج,add_a_photo_rounded,onTap=controller.pickImage,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductPhotographyScreen,lib/screens/product_photography_screen.dart,941,IconButton,,,onPressed=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ProductPhotographyScreen,lib/screens/product_photography_screen.dart,969,GestureDetector,,,onTap=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
SettingsScreen,lib/screens/settings_screen.dart,301,InkWell,${settingsController.providerErrors[type]!} (اضغط للإصلاح 🛠️),info_outline,onTap=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,present,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
SettingsScreen,lib/screens/settings_screen.dart,409,IconButton,,close,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
SettingsScreen,lib/screens/settings_screen.dart,432,InkWell,للحصول على مفتاح جديد لـ ${type.displayName}، اضغط هنا.,link,onTap=() => launchUrl(Uri.parse(type.dashboardUrl!)),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
SettingsScreen,lib/screens/settings_screen.dart,461,TextField,,numbers,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
SettingsScreen,lib/screens/settings_screen.dart,517,ElevatedButton,حفظ,,onPressed=() async {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_SerpApiQuotaWidget,lib/screens/settings_screen.dart,756,IconButton,,refresh,onPressed=isChecking,راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_JinaSettingsWidget,lib/screens/settings_screen.dart,845,Switch,,,onChanged=(val) => settingsController.toggleJina(val),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_AiGatewayControlCenterCard,lib/screens/settings_screen.dart,1041,IconButton,,refresh_rounded,onPressed=() => controller.refreshAllDiagnostics(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_AiGatewayControlCenterCard,lib/screens/settings_screen.dart,1177,IconButton,,refresh_rounded,onPressed=() => controller.refreshAllDiagnostics(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_AiGatewayControlCenterCard,lib/screens/settings_screen.dart,1186,TabBar,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_AiGatewayControlCenterCard,lib/screens/settings_screen.dart,1943,TextButton,إغلاق,,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_AiGatewayControlCenterCard,lib/screens/settings_screen.dart,2073,GestureDetector,تحديث,refresh_rounded,onTap=() => settingsCtrl.refreshAllDiagnostics(),راجع callback عند file:line,not statically proven,manual/unknown,present,not proven,not proven,not proven,possible,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_AiGatewayControlCenterCard,lib/screens/settings_screen.dart,2137,GestureDetector,🔄 جلب البيانات,,onTap=() => settingsCtrl.refreshAllDiagnostics(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_AiGatewayControlCenterCard,lib/screens/settings_screen.dart,2345,GestureDetector,جاري الفحص الموازي...,science_rounded,onTap=isRunning ? null : () => settingsCtrl.runLiveTest(),راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_SubscriptionScreenState,lib/screens/subscription_screen.dart,136,IconButton,,close_rounded,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_SubscriptionScreenState,lib/screens/subscription_screen.dart,241,GestureDetector,الأفضل قيمة,,onTap=() => setState(() => _selectedPlanIndex = index),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_SubscriptionScreenState,lib/screens/subscription_screen.dart,423,IconButton,,copy,onPressed=() {,راجع callback عند file:line,not statically proven,manual/unknown,not proven,present,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_SubscriptionScreenState,lib/screens/subscription_screen.dart,460,ElevatedButton,,,onPressed=loading ? null : () => _handlePayment(service),راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,possible,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_SubscriptionScreenState,lib/screens/subscription_screen.dart,503,TextButton,استعادة المشتريات,,onPressed=() => service.restorePurchases(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
AccountPickerSheet,lib/widgets/account_picker_sheet.dart,32,IconButton,,close,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatActionButton,lib/widgets/chat/chat_action_button.dart,13,ChatActionButton,,,,راجع callback عند file:line,not statically proven,manual/unknown,present,not proven,not proven,not proven,possible,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatActionButton,lib/widgets/chat/chat_action_button.dart,33,SmartBouncyWrapper,,,onTap=loading ? () {} : onTap,راجع callback عند file:line,not statically proven,manual/unknown,present,not proven,not proven,not proven,possible,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatInputArea,lib/widgets/chat/chat_input_area.dart,140,IconButton,,add_rounded,onPressed=onShowAttachmentMenu,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatInputArea,lib/widgets/chat/chat_input_area.dart,150,TextField,,,onSubmitted=(_) => onSend(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatInputArea,lib/widgets/chat/chat_input_area.dart,261,GestureDetector,,close_rounded,onTap=onClearReply,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatInputArea,lib/widgets/chat/chat_input_area.dart,364,GestureDetector,,close_rounded,onTap=onClear,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatInputArea,lib/widgets/chat/chat_input_area.dart,391,GestureDetector,تحسين تلقائي 🎵,auto_fix_high,onTap=onAudioEnhance,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatInputArea,lib/widgets/chat/chat_input_area.dart,452,GestureDetector,,stop_rounded,onTap=() {,راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,possible,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatInputArea,lib/widgets/chat/chat_input_area.dart,545,GestureDetector,,keyboard_arrow_down_rounded,onTap=() => _showModelSwitcherSheet(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ContextPreviewBar,lib/widgets/chat/context_preview_bar.dart,64,InkWell,,close_rounded,onTap=onClose,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
FullScreenImageViewer,lib/widgets/chat/full_screen_viewer.dart,71,IconButton,,close_rounded,onPressed=() => Get.back(),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
FullScreenImageViewer,lib/widgets/chat/full_screen_viewer.dart,76,IconButton,,download_rounded,onPressed=_saveToGallery,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
FullScreenImageViewer,lib/widgets/chat/full_screen_viewer.dart,82,GestureDetector,,,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_SwipeToReplyState,lib/widgets/chat/swipe_to_reply.dart,73,GestureDetector,,reply_rounded,,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ChatBubbleState,lib/widgets/chat_bubble.dart,661,GestureDetector,,broken_image,onTap=() {,راجع callback عند file:line,not statically proven,manual/unknown,present,not proven,present,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ChatBubbleState,lib/widgets/chat_bubble.dart,1103,InkWell,,,onTap=isInteractionDisabled,راجع callback عند file:line,conditional/null,manual/unknown,present,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
_ChatBubbleState,lib/widgets/chat_bubble.dart,1317,InkWell,,,onTap=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatDrawer,lib/widgets/chat_drawer.dart,94,IconButton,,delete_sweep_rounded,onPressed=() =>,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatDrawer,lib/widgets/chat_drawer.dart,199,InkWell,,,onTap=() => Get.toNamed('/creator-profile'),راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatDrawer,lib/widgets/chat_drawer.dart,285,InkWell,,,onTap=onTap,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatDrawer,lib/widgets/chat_drawer.dart,329,InkWell,,access_time_rounded,onTap=() { | onSelected=(value) => _handleMenuAction(,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,present,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
ChatDrawer,lib/widgets/chat_drawer.dart,420,PopupMenuButton,,more_vert,onSelected=(value) => _handleMenuAction(,راجع callback عند file:line,not statically proven,manual/unknown,not proven,not proven,not proven,not proven,not proven,NEEDS_RUNTIME_TEST,NEEDS_RUNTIME_TEST,not proven,no static evidence,statically reachable/unknown,STATICALLY_VALID
