control_id,file_path,line_number,widget_type,label_or_icon,callback,has_loading_state,prevents_multi_click,is_idempotent,status,notes
UI_294,lib/screens/catalog/product_form_screen.dart,894,GestureDetector,Inferred from context,ctrl.pickVideo,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_295,lib/screens/catalog/product_form_screen.dart,1003,GestureDetector,Inferred from context,ctrl.pickVideo,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_296,lib/screens/catalog/product_form_screen.dart,1023,GestureDetector,Inferred from context,ctrl.removeVideo,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_297,lib/screens/catalog/product_form_screen.dart,1442,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_298,lib/screens/catalog/product_form_screen.dart,1456,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_299,lib/screens/catalog/product_form_screen.dart,1477,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_300,lib/screens/catalog/product_form_screen.dart,1493,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_301,lib/screens/catalog/product_form_screen.dart,1584,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_302,lib/screens/catalog/product_form_screen.dart,1877,TextFormField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_303,lib/screens/catalog/product_form_screen.dart,1972,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_304,lib/screens/catalog/product_form_screen.dart,1980,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_305,lib/screens/catalog/product_form_screen.dart,2014,ListTile,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_306,lib/screens/catalog/product_form_screen.dart,2041,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_307,lib/screens/catalog/product_form_screen.dart,2045,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_308,lib/screens/catalog/product_form_screen.dart,2104,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_309,lib/screens/catalog/product_form_screen.dart,2109,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_310,lib/screens/catalog/product_form_screen.dart,2176,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_311,lib/screens/catalog/product_form_screen.dart,2205,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_312,lib/screens/catalog/product_form_screen.dart,2209,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ProductFormScreenState
UI_313,lib/screens/catalog/product_form_screen.dart,2285,GestureDetector,Inferred from context,isLoading ? null : onTap,Yes,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _AiButton
UI_314,lib/screens/catalog/product_form_screen.dart,2335,GestureDetector,Inferred from context,onTap,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _ShareButton
UI_315,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,37,IconButton,Inferred from context,(,Yes,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in WhatsAppMediaSyncScreen
UI_316,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,42,TextButton,Inferred from context,ctrl.isSaving.value ? null : (,Yes,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in WhatsAppMediaSyncScreen
UI_317,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,387,TextFormField,Inferred from context,(v,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in WhatsAppMediaSyncScreen
UI_318,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,404,TextFormField,Inferred from context,(v,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in WhatsAppMediaSyncScreen
UI_319,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,420,TextFormField,Inferred from context,(v,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in WhatsAppMediaSyncScreen
UI_320,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,438,ElevatedButton,Inferred from context,ctrl.isSimulating.value ? null : (,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in WhatsAppMediaSyncScreen
UI_321,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,520,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in WhatsAppMediaSyncScreen
UI_322,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,576,ElevatedButton,Inferred from context,ctrl.isApproving.value ? null : (,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in WhatsAppMediaSyncScreen
UI_323,lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,671,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in WhatsAppMediaSyncScreen
UI_324,lib/screens/catalog/widgets/product_card.dart,35,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCard
UI_325,lib/screens/catalog/widgets/product_card.dart,84,GestureDetector,Inferred from context,onToggleSelect,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCard
UI_326,lib/screens/catalog/widgets/product_card.dart,399,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCard
UI_327,lib/screens/catalog/widgets/product_card.dart,417,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCard
UI_328,lib/screens/catalog/widgets/product_card.dart,421,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ProductCard
UI_329,lib/core/utils/snackbar_utils.dart,124,InkWell,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in SnackBarUtils
UI_330,lib/core/theme/ui_kit/smart_bouncy_wrapper.dart,76,GestureDetector,Inferred from context,widget.onTap,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SmartBouncyWrapperState
UI_331,lib/core/theme/ui_kit/smart_bouncy_wrapper.dart,84,GestureDetector,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _SmartBouncyWrapperState
UI_332,lib/core/theme/ui_kit/smart_neon_text_field.dart,18,TextField,Inferred from context,null/inline,No,Yes,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in SmartNeonTextField
UI_333,lib/core/theme/ui_kit/smart_neon_text_field.dart,41,TextField,Inferred from context,onSubmitted,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in SmartNeonTextField
UI_334,lib/core/theme/ui_kit/smart_neon_text_field.dart,54,IconButton,Inferred from context,onToggleVisibility,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in SmartNeonTextField
UI_335,lib/ai/ui/content_plan_widget.dart,116,IconButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ContentPlanWidget
UI_336,lib/ai/ui/content_plan_widget.dart,196,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ContentPlanWidget
UI_337,lib/ai/ui/expert_research_widget.dart,336,InkWell,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ResearchResultWidget
UI_338,lib/ai/ui/expert_research_widget.dart,382,OutlinedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ResearchResultWidget
UI_339,lib/ai/ui/image_gallery_widget.dart,135,Switch,Inferred from context,shareController.toggleIncludeBrand,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ImageGalleryWidget
UI_340,lib/ai/ui/image_gallery_widget.dart,143,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ImageGalleryWidget
UI_341,lib/ai/ui/image_gallery_widget.dart,342,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ImageGalleryWidget
UI_342,lib/ai/ui/image_gallery_widget.dart,453,ElevatedButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ImageGalleryWidget
UI_343,lib/ai/ui/image_gallery_widget.dart,465,TextButton,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ImageGalleryWidget
UI_344,lib/ai/ui/image_gallery_widget.dart,636,ListTile,Inferred from context,onTap,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in ImageGalleryWidget
UI_345,lib/ai/ui/video_discovery_widget.dart,93,GestureDetector,Inferred from context,(,No,No / Unprotected,NEEDS_RUNTIME_TEST,STATICALLY_VALID,Found in _VideoCard
